Domain,Company,Employees,Industry Groups,City,State,Country,ContaGen Contacts,Build Date,Run ID
leadmachine.ai,,,,,,,0,2026-08-11,3415
pulseremote.com,,,,,,,0,2026-08-11,3415
happysupport.ai,HappySupport,1-10,SAAS:0.99,Heilbronn,BW,DE,1,2026-08-11,3415
witmetrics.io,,,,,,,0,2026-08-11,3415
getprimo.com,Primo,11-50,SAAS:0.98,Neuilly-sur-Seine,IDF,FR,2,2026-08-11,3415
upfluence.ai,,,,,,,0,2026-08-11,3415
clodify.com,,,,,,,0,2026-08-11,3415
avianis.com,Avianis,1-10,"DEFENSE_AND_AEROSPACE:0.54, SAAS:0.98",Cary,NC,US,1,2026-08-11,3415
raqi.com,Raqi Technologies,11-50,SAAS:0.99,Sharjah,FL,AE,1,2026-08-11,3415
pageai.pro,,,,,,,0,2026-08-11,3415
crewview.com,,,,,,,0,2026-08-11,3415
claimlane.com,Claimlane,11-50,SAAS:0.98,,84,US,3,2026-08-11,3415
pulsevision.io,,,,,,,0,2026-08-11,3415
methtestingapp.com,,,,,,,0,2026-08-11,3415
visitorquery.com,,,,,,,0,2026-08-11,3415
scorethebusiness.com,,,,,,,0,2026-08-11,3415
tuist.dev,,,,,,,0,2026-08-11,3415
webridge.biz,Webridge,1-10,"SAAS:0.96, SUPPLY_CHAIN_AND_PROCUREMENT:0.94",Berlin,BE,DE,1,2026-08-11,3415
groupanic.com,,,,,,,0,2026-08-11,3415
arketic.ai,,,,,,,0,2026-08-11,3415
elevolt.co.ke,,,,,,,0,2026-08-11,3415
vouch.careers,,,,,,,0,2026-08-11,3415
responsly.com,,,,,,,0,2026-08-11,3415
performanceleader.com,Performance Leader,11-50,"HUMAN_RESOURCES:0.5, LEGAL:0.66, SAAS:0.95",Richmond,VIC,AU,2,2026-08-11,3415
lunam.com,,,,,,,0,2026-08-11,3415
trringme.com,,,,,,,0,2026-08-11,3415
arenacreate.com,,,,,,,0,2026-08-11,3415
palettehq.com,PaletteHQ,11-50,SAAS:0.98,Wilmington,IDF,US,1,2026-08-11,3415
formobi.in,,,,,,,0,2026-08-11,3415
useturf.io,,,,,,,0,2026-08-11,3415
stockinsights.ai,Stockinsights,1-10,"FINANCIAL_SERVICES:0.83, SAAS:0.94",,KA,US,1,2026-08-11,3415
waybook.com,Waybook,1-10,"HUMAN_RESOURCES:0.69, SAAS:0.99",London,ENG,GB,2,2026-08-11,3415
decimal.at,Decimal,1-10,"BLOCKCHAIN_AND_CRYPTOCURRENCY:0.96, SAAS:0.98",Settlements,KA,AT,1,2026-08-11,3415
rewardsfuel.com,,,,,,,0,2026-08-11,3415
kitemaker.co,,,,,,,0,2026-08-11,3415
akitaapp.io,,,,,,,0,2026-08-11,3415
solutionbuilder.co,,,,,,,0,2026-08-11,3415
cyberchief.ai,,,,,,,0,2026-08-11,3415
cleansmart.net.au,,,,,,,0,2026-08-11,3415
makh.org,,,,,,,0,2026-08-11,3415
tecnicloud.com,,,,,,,0,2026-08-11,3415
robonito.com,Robonito,11-50,"SAAS:0.99, SOFTWARE:0.94",Riyadh,GA,SA,3,2026-08-11,3415
staffplan.io,,,,,,,0,2026-08-11,3415
youxpowered.com.au,youX,11-50,"AUTOMOTIVE:0.93, SAAS:0.96",Ben Buckler,TAS,AU,3,2026-08-11,3415
openopps.com,Open Opportunities,11-50,"BIG_DATA_AND_ANALYTICS:0.97, SAAS:0.94, SUPPLY_CHAIN_AND_PROCUREMENT:0.84",Bognor Regis,ENG,GB,1,2026-08-11,3415
hostpepper.com,,,,,,,0,2026-08-11,3415
actas.io,,,,,,,0,2026-08-11,3415
enablegrowth.com,,,,,,,0,2026-08-11,3415
canyou.com.au,Canyou,1-10,SAAS:1.0,Pyrmont,ENG,AU,1,2026-08-11,3415
maxstore.co.il,,,,,,,0,2026-08-11,3415
joinkliq.io,KLIQ,11-50,SAAS:0.96,London,ENG,GB,1,2026-08-11,3415
rmtglobal.com,RMT Support,11-50,SAAS:0.99,Menlo Park,CA,US,2,2026-08-11,3415
vplans.com,VPlans,11-50,"CONSTRUCTION:0.79, REAL_ESTATE:0.83, SAAS:0.94",רמת גן,DNC,IL,1,2026-08-11,3415
myqabee.com,,,,,,,0,2026-08-11,3415
bigdbm.com,Bigdbm,1-10,"BIG_DATA_AND_ANALYTICS:0.98, SAAS:0.88",Surfside,FL,US,1,2026-08-11,3415
devicenetwork.com,Device Network FZ-LLC,1-10,SAAS:0.95,Ras Al Khaimah,DU,AE,1,2026-08-11,3415
inoreader.com,,,,,,,0,2026-08-11,3415
boardnotebook.com,,,,,,,0,2026-08-11,3415
noggin.ai,Noggin,1-10,"BIG_DATA_AND_ANALYTICS:0.93, SAAS:0.9",High Street,,SG,1,2026-08-11,3415
ellantec.com,,,,,,,0,2026-08-11,3415
chift.eu,Chift,11-50,"ACCOUNTING:0.74, SAAS:0.99",Uccle,IDF,BE,1,2026-08-11,3415
seenit.io,Seenit,11-50,"HUMAN_RESOURCES:0.9, SAAS:0.99",,ENG,GB,1,2026-08-11,3415
workcast.com,WorkCas,1-10,SAAS:0.97,Gateshead,ENG,GB,3,2026-08-11,3415
dataroom.pro,,,,,,,0,2026-08-11,3415
ludgi.ai,,,,,,,0,2026-08-11,3415
managemyrenewals.com.au,Manage My Renewals Pty,1-10,SAAS:1.0,Woollahra,ACT,AU,1,2026-08-11,3415
goapprentice.com,Apprentice,11-50,"ACCOUNTING:0.7, SAAS:0.96",,,US,2,2026-08-11,3415
zoobbe.com,Zoobbe,1-10,SAAS:0.99,Basic,NV,US,1,2026-08-11,3415
55degrees.se,55 Degrees AB,11-50,"BIG_DATA_AND_ANALYTICS:0.85, SAAS:0.98",Malmö,M,SE,2,2026-08-11,3415
intranets.com.au,Intranet Solutions,1-10,SAAS:0.95,South Melbourne,VIC,AU,1,2026-08-11,3415
kwantic.co,,,,,,,0,2026-08-11,3415
videosign.co.uk,,,,,,,0,2026-08-11,3415
getobok.com,,,,,,,0,2026-08-11,3415
client.io,Client,11-50,"SAAS:0.71, SOFTWARE:0.98",Prague,,CZ,1,2026-08-11,3415
wesonline.ng,,,,,,,0,2026-08-11,3415
automatr.tech,AutomatR,1-10,"SAAS:0.97, SOFTWARE:0.91",Cyberabad,TS,IN,1,2026-08-11,3415
councilsapp.com,,,,,,,0,2026-08-11,3415
hourlyrate.ai,,,,,,,0,2026-08-11,3415
mi.team,,,,,,,0,2026-08-11,3415
bhavyasoftwares.com,,,,,,,0,2026-08-11,3415
pagestudiocms.com,,,,,,,0,2026-08-11,3415
interviewer.ai,Interviewer,1-10,"EDUCATION:0.73, HUMAN_RESOURCES:0.84, SAAS:0.99",Robinson Road,,SG,3,2026-08-11,3415
mentorink.com,Mentorink,1-10,"HUMAN_RESOURCES:0.89, SAAS:0.97",London,ENG,GB,1,2026-08-11,3415
analyticsverse.com,AnalyticsVerse,1-10,"BIG_DATA_AND_ANALYTICS:0.7, SAAS:0.99",Bangalore,MH,IN,3,2026-08-11,3415
nexwaveapp.com,,,,,,,0,2026-08-11,3415
agentspanel.com,AgentsPanel,1-10,"SAAS:0.99, TELECOMMUNICATIONS:0.57",Hindi,DL,UA,1,2026-08-11,3415
formbricks.com,Formbricks,1-10,"BIG_DATA_AND_ANALYTICS:0.54, SAAS:0.98, SOFTWARE:0.94",Kiel,MH,DE,3,2026-08-11,3415
smartbuilder360.com,,,,,,,0,2026-08-11,3415
edworking.com,Edworking,1-10,SAAS:1.0,London,ENG,GB,1,2026-08-11,3415
fintechinsights.io,FinTech Insights,11-50,SAAS:0.95,London,ENG,GB,1,2026-08-11,3415
straal.com,Straal Sp. z o. o,11-50,"FINANCIAL_SERVICES:0.97, SAAS:0.93",Warszawa,FL,PL,1,2026-08-11,3415
oneclickmarketflow.com,,,,,,,0,2026-08-11,3415
eaziflow.com,,,,,,,0,2026-08-11,3415
newired.com,Newired S.r.l.,11-50,SAAS:0.96,Torino,12,IT,3,2026-08-11,3415
dyocense.com,DyoCense,11-50,"MANUFACTURING:0.77, SAAS:0.95, SOFTWARE:0.71",Bangalore,ENG,IN,3,2026-08-11,3415
byte-hr.com,ByteHR,11-50,"HUMAN_RESOURCES:0.97, SAAS:0.99",Bang Plat,TN,TH,1,2026-08-11,3415
formbold.com,,,,,,,0,2026-08-11,3415
dsfulfill.com,,,,,,,0,2026-08-11,3415
strideerp.com,,,,,,,0,2026-08-11,3415
0labs.ai,,,,,,,0,2026-08-11,3415
safestack.io,SafeStack,11-50,"CYBERSECURITY:0.98, SAAS:0.98",,AUK,NZ,2,2026-08-11,3415
helppier.com,,,,,,,0,2026-08-11,3415
simplewebrtc.com,,,,,,,0,2026-08-11,3415
theia.cloud,,,,,,,0,2026-08-11,3415
heyweek.com,,,,,,,0,2026-08-11,3415
tye.one,,,,,,,0,2026-08-11,3415
sparko.app,,,,,,,0,2026-08-11,3415
systemhub.com,systemHUB,11-50,"HUMAN_RESOURCES:0.57, SAAS:0.99",Prahran,ON,AU,1,2026-08-11,3415
centralcave.com,,,,,,,0,2026-08-11,3415
1pilot.io,,,,,,,0,2026-08-11,3415
collaboard.app,,,,,,,0,2026-08-11,3415
venturacloud.ai,,,,,,,0,2026-08-11,3415
elia.io,Elia,11-50,"COMPUTER_HARDWARE_AND_SEMICONDUCTORS:0.79, SAAS:0.99",Quebec,QC,CA,3,2026-08-11,3415
releasecat.io,,,,,,,0,2026-08-11,3415
saasus.io,,,,,,,0,2026-08-11,3415
aplas.com,Aplas,1-10,SAAS:0.98,Melbourne,VIC,AU,1,2026-08-11,3415
gundo.life,,,,,,,0,2026-08-11,3415
endear.ai,,,,,,,0,2026-08-11,3415
bulldozair.com,,,,,,,0,2026-08-11,3415
