Name,Input:Domain,Domain,Industry Groups,Business Model,Keywords,Description,Social URLs,Score,Revenue Range,Employees,Start Date,Street,City,State,Zip,Country,Phones,Public Emails,Redirect Domain,Update Date,query_name,ingested_at,company_clean,segment,public_emails_clean,MV,BB,Final Email,Source,Status
Van Express Moving & Storage,vanexpressnj.com,vanexpressnj.com,"CONSUMER_SERVICES:0.89, SUPPLY_CHAIN_AND_PROCUREMENT:0.1","B2B:0.98, B2C:0.9","express moving:0.62, van express:0.59, tx moving:0.55, moving services:0.53, moving interstate:0.52, relocations packing:0.5, service van:0.49, moving storage:0.49, movers provide:0.48, moving hotel:0.48, home moving:0.45, right relocating:0.44, senior moving:0.43, state postal:0.42, nj feel:0.41","Van Express Moving is a moving company that offers a range of services including local, long-distance, interstate, commercial, and packing solutions. Their main functionality is to provide tailored moving experiences for clients across New Jersey, Texas, and Pennsylvania. Key features include virtual video estimates, expert packing services, furniture installation, and financing options, ensuring a seamless relocation process. The company emphasizes customer service and has over ten years of experience in the moving industry.","https://www.linkedin.com/company/vanexpressnj, https://www.facebook.com/vanexpressmovingandstorage, https://www.instagram.com/vanexpressmoving, https://www.instagram.com/vanexpressnj, https://twitter.com/vanexpressnj, https://www.youtube.com/channel/UCKD0KX9dm73Xb6zCELGk9qQ, https://www.pinterest.com/vanexpressnj, https://www.yelp.com/biz/van-express-moving-and-storage-fairfield-2, https://www.yelp.com/biz/van-express-moving-and-storage-pine-brook-2",289,1-10M,1-10,2016-11-30,1275 Bloomfield Ave,New Jersey,NJ,07004,US,"+18888978816, +19735006003, +12018977005, +13467717472, +19735006024",info@vanexpressmoving.com,vanexpressmoving.com,2026-06-04,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Van Express Moving & Storage,has_public,info@vanexpressmoving.com,ok,skipped,info@vanexpressmoving.com,P0,done
Metropolitan Moving & Storage,dcmetropolitanmoving.com,dcmetropolitanmoving.com,CONSUMER_SERVICES:0.91,"B2B:0.91, B2C:0.97","article metropolitan moving:0.44, moving experience:0.39, customer service:0.34, personalized service:0.34, industry customer service:0.31, real estate:0.3, dedicated truck:0.29, superior moving experience:0.29, superior moving:0.21, real estate agent:0.21, article metropolitan:0.2, experienced staff:0.18, extensive experience:0.14, big responsibility:0.1, virtual estimate:0.03","Metropolitan Moving and Storage offers moving and storage services in the greater Washington, DC region. Their main functionality includes providing personalized move planning, dedicated truck and crew support, and guaranteed pickup and delivery of belongings for local and long-distance moves. Key features include climate-controlled storage options, professional packing and unpacking, and a commitment to transparent pricing with no hidden fees. They also offer free estimates and have a focus on community service initiatives, such as donating to non-profit organizations.","https://www.linkedin.com/company/metropolitan-moving-&-storage-llc, https://x.com/metromovingdc",16,1-10M,1-10,2024-04-04,13230 Mid-Atlantic Blvd,Laurel,MD,20708,US,+13012790090,info@dcmetropolitanmoving.com,,2026-06-12,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Metropolitan Moving & Storage,has_public,info@dcmetropolitanmoving.com,ok,skipped,info@dcmetropolitanmoving.com,P0,done
Kinetix Logistics Services,kinetixlogistics.com,kinetixlogistics.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"B2B:0.95, B2G:0.95","kinetix logistics:0.71, logistics kinetix:0.69, relocation kinetix:0.6, services kinetix:0.58, cargo logistics:0.53, relocation logistics:0.53, kinetix industry:0.53, logistics services:0.52, kinetix delivers:0.49, freight forwarding:0.48, kinetix specializes:0.48, logistics compliance:0.47, logistics route:0.47, delivering mobility:0.41, mile delivery:0.38","Kinetix Logistics Services is a company that provides relocation and logistics solutions for individuals, corporations, governments, NGOs, and nonprofits worldwide. Their main functionality includes managing employee relocation services, customs clearance, shipping, storage, and transportation support across over 175 countries. Key features include long-term housing assistance, expense management, custom management, and risk resolution, ensuring efficient handling of both domestic and international relocations. Kinetix also offers specialized services such as export compliance, freight forwarding, and hamatics transportation, catering to various needs from small shipments to large global moves.",,225,10-100M,1-10,2017-05-11,5301 Corporate Dr.,Fairfield,CT,06824,US,"+12035386400, +12035386402, +12092072084, +17035649500, +17035649501, +18552262550, +18774947660, +919819214024","privacy@kinetixlogistics.com, raj.athyala@kinetixlogistics.in, kil@kinetixlogistics.com",,2026-05-28,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Kinetix Logistics Services,has_public,"raj.athyala@kinetixlogistics.in, kil@kinetixlogistics.com",ok,skipped,raj.athyala@kinetixlogistics.in,P0,done
A1A Moving & Transport,a1amovingandtransport.com,a1amovingandtransport.com,CONSUMER_SERVICES:0.99,"B2B:0.98, B2C:0.96","moving jacksonville:0.7, affordable jacksonville:0.62, businesses jacksonville:0.61, services jacksonville:0.6, jacksonville movers:0.6, service jacksonville:0.57, jacksonville surrounding:0.54, jacksonville nearby:0.54, fl jacksonville:0.53, belongings jacksonville:0.53, ensuring jacksonville:0.51, affordable moving:0.48, 3370 jacksonville:0.47, moving service:0.42, moving piano:0.38","A1A Moving & Transport is a family-owned moving company based in Jacksonville, FL, offering a variety of moving services for both local and long-distance moves. Their main functionalities include local moving, long- distance relocation, professional packing services, junk removal, and secure storage solutions. They also provide on-demand packing supplies that can be delivered within a day to ensure smooth move-related processes. The company emphasizes safety, reliability, and personalized service throughout the moving process.","https://www.linkedin.com/company/a1a-moving-&-transport-llc, https://facebook.com/a1amovingandtransport, https://twitter.com/a1amove",136,1-10M,1-10,2016-12-11,4600 Touchton Rd,Jacksonville,FL,32246,US,+19047183370,contact@a1amovingandtransport.com,,2026-06-11,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,A1A Moving & Transport,has_public,contact@a1amovingandtransport.com,ok,skipped,contact@a1amovingandtransport.com,P0,done
1st Choice Movers,wemovejax.com,wemovejax.com,CONSUMER_SERVICES:0.9,"B2B:0.96, B2C:0.96","moving service:0.52, free moving:0.39, professional moving:0.37, reliable moving:0.35, safe relocation:0.34, professional moving team:0.32, free moving estimate:0.31, distance moving:0.23, reliable service:0.19, week offering:0.16, studio apartment:0.12, professional movin:0.11, hard work:0.11, office furniture:0.07, special attention:-0.03","1st Choice Movers is a moving company based in Jacksonville, FL, offering local and long-distance relocation services for residential, commercial, and veteran moves. Their main functionalities include packing, moving and storage, as well as last-minute solutions. The team is trained to ensure safe handling of belongings and provides free estimates, aiming to create a stress-free moving experience for clients. They serve the surrounding areas and emphasize customer satisfaction with reliable service and competitive pricing.",,120,1-10M,1-10,2021-09-14,11202 St Johns Industrial Pkwy N,Jacksonville,FL,32246,US,,info@wemovejax.com,,2026-06-09,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,1st Choice Movers,has_public,info@wemovejax.com,ok,skipped,info@wemovejax.com,P0,done
Changing Places Moving,changingplacesmovers.com,changingplacesmovers.com,CONSUMER_SERVICES:1.0,"B2B:0.64, B2C:0.89","moving services:0.54, storage moving:0.53, residential moving:0.53, moving relocation:0.51, services relocation:0.5, storage mi:0.48, facility moving:0.48, services michigan:0.44, products relocate:0.44, storage facility:0.44, moving resources:0.42, packing services:0.41, birmingham bloomfield:0.38, moving 248:0.37, discount moving:0.36","Changing Places Moving is a family-owned moving company in Michigan that offers professional relocation services, packing, and climate-controlled storage. Their main functionality includes providing stress-free moving assistance, ensuring the intactness of belongings through careful packing and efficient handling of fragile items. They operate three climate- controlled warehouses with over 32,000 square feet of temporary and long-term storage solutions, along with premium packing materials and expert advice from local movers to help clients choose the best moving service for their needs.",https://www.linkedin.com/company/changing-places-moving,89,1-10M,1-10,2021-08-24,4290 Hatchery Rd.,Waterford,MI,48329,US,"+12486743937, +12486741468",changingplaces@cpmoving.com,,2026-06-09,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Changing Places Moving,has_public,changingplaces@cpmoving.com,catch_all,deliverable,changingplaces@cpmoving.com,P0,done
Vault Portable Storage,vaultmystuff.com,vaultmystuff.com,"CONSUMER_SERVICES:0.49, BUSINESS_PRODUCTS_AND_SERVICES:0.38","B2B:0.96, B2C:0.83, B2G:0.88","local portable storage:0.63, portable storage process:0.6, storage container:0.57, storage company:0.48, equipment storage:0.45, dependable service:0.25, inventory management:0.25, convenient access:0.24, timely delivery:0.2, local presence:0.18, practical way:0.13, extra space:0.09, wide range:0.09, consistent approach:0.04, process clear:-0.01","Vault is a portable storage company based in Stockton, CA, that offers large mobile storage containers for both residential and commercial needs. Their main functionality includes providing flexible storage solutions for moving, renovations, and other relocation tasks, allowing customers to manage their belongings at their own pace without needing multiple trips or lengthy wait times. Key features include the ability to deliver container delivery directly to homes or businesses, ensure secure and weather-resistant storage, and provide clear communication throughout the entire process. Vault aims to simplify the storage process by offering reliable service with dependable pricing and transparent scheduling.","https://www.linkedin.com/company/vault-moving-portable-storage, https://www.facebook.com/vaultmystuff, https://www.youtube.com/@VaultMyStuff",80,1-10M,1-10,2021-12-18,572 Carolyn Weston Blvd,Stockton,CA,95206,US,,"info@vaultmystuff.com, info@demo1.sharehq.org",,2026-06-10,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Vault Portable Storage,has_public,"info@vaultmystuff.com, info@demo1.sharehq.org",catch_all,deliverable,info@vaultmystuff.com,P0,done
Affordable Angels,affordableangels.com,affordableangels.com,RETAIL:0.97,"B2B:0.99, B2C:0.96","affordable moving:0.61, boston moving:0.6, residential moving:0.56, moving massachusetts:0.56, affordable boston:0.54, storage boston:0.54, services boston:0.54, moving office:0.54, apartment moving:0.53, boston apartment:0.51, moving services:0.51, relocations business:0.5, moving packing:0.5, movers deliver:0.5, seamless relocations:0.5","Affordable Angels Moving & Storage is a moving service provider in Greater Boston, offering local and long-distance moving solutions. They provide packing services, labor assistance, and specialized moves for apartments and multi-family homes, as well as storage options. The company is fully licensed and insured, ensuring reliable logistics and customer support, with flexible scheduling available seven days a week. Key features include expert movers, transparent pricing without hidden fees, and comprehensive insurance coverage for belongings.","https://www.facebook.com/affordableangelsma, https://www.facebook.com/affordableangelsmoving",266,1-10M,1-10,2017-05-19,40 Peterborough St,Boston,MA,02215,US,+16173013444,"tom@affordableangels.com, info@affordableangels.com",,2026-06-14,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Affordable Angels,has_public,"tom@affordableangels.com, info@affordableangels.com",ok,skipped,tom@affordableangels.com,P0,done
Premier Van Lines International,premiervanlines.com,premiervanlines.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.98,B2C:0.98,"moving australia:0.46, van lines:0.45, lines international:0.45, shipping options:0.43, international ship:0.42, international home:0.4, mover usa:0.36, freight forwarder:0.35, alaska preferred:0.35, moving germany:0.34, overseas steps:0.34, caribbean spot:0.33, toll free:0.33, vehicles worldwide:0.32, pv09 insurance:0.26","Premier Van Lines International is a shipping company that specializes in moving household goods and vehicles globally. They offer full-service moving, including door-to-door assistance, customs handling, and the transportation of items such as boxes, cars, and furniture to destinations like Europe, Australia, and Puerto Rico. The company has over 25 years of experience and operates under a Maritime License, ensuring legal compliance for international shipping. Customers can request quotes through phone or email, and all services are covered by insurance and freight forwarding agreements.",https://www.linkedin.com/company/premier-van-lines-inc,21,1-10M,1-10,2017-05-04,Po Box 974,Spring Valley,CA,91976,US,"+14806419268, +16194650518, +18777842111",neena@premiervanlines.com,,2026-05-28,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Premier Van Lines International,has_public,neena@premiervanlines.com,ok,skipped,neena@premiervanlines.com,P0,done
High Touch Moving,hightouchmoving.com,hightouchmoving.com,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.93","moving nyc:0.69, moving services:0.52, moving storage:0.52, queens manhattan:0.5, nyc trusted:0.48, moving new:0.48, moving company:0.47, trusted moving:0.47, business relocations:0.46, moving local:0.46, company nyc:0.45, efficient relocations:0.45, commercial moving:0.44, moving long:0.44, city delivering:0.42","High Touch Moving is a moving company based in Long Island City, New York, specializing in local and long-distance moves for individuals, businesses, and special items. Their main services include packing and unpacking, ensuring safe and efficient relocation processes, and providing secure storage solutions. They also offer specialized handling for valuable or fragile items and have over 15 years of experience in the industry, serving various clients including museums and private collectors.","https://www.linkedin.com/company/high-touch-moving-sysyem, https://www.facebook.com/hightouchmoving, https://www.instagram.com/hightouchmoving, https://x.com/hightouchmoving",187,<1M,1-10,2018-06-29,53-28 11Th St,Long Island City,NY,11101,US,"+18664866831, +17187867800",info@hightouchmoving.com,,2026-06-12,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,High Touch Moving,has_public,info@hightouchmoving.com,ok,skipped,info@hightouchmoving.com,P0,done
A-Team Moving and Storage,ateammovingandstorage.com,ateammovingandstorage.com,CONSUMER_SERVICES:0.99,"B2B:0.93, B2C:0.73","team moving:0.49, help relocation:0.49, moving storage:0.48, relocation company:0.48, movers moved:0.47, service moving:0.47, storage company:0.44, storage experienced:0.43, crew movers:0.42, moves packaging:0.39, moved wife:0.35, company nemo:0.33, wife boise:0.28, damage claim:0.27, jobs exceed:0.27","A Team Moving and Storage is a full-service moving company based in the Flathead Valley, specializing in local and long distance moves, packing, storage, and commercial relocation. With over 70 years of combined experience, the team focuses on ensuring that goods are well-maintained and moved on time. They offer free estimates for moving costs and provide a range of services including shipping, storage solutions, and customer support throughout the move process.",https://www.linkedin.com/company/a-team-moving-and-storage,204,<1M,1-10,2018-01-23,1270 King Ave West,Marion,MT,59106,US,"+14062608038, +14062701314","claims@ateammovingandstorage.com, cdmars@ateammovingandstorage.com, scorwin@ateammovingandstorage.com",,2026-05-20,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,A-Team Moving and Storage,has_public,"claims@ateammovingandstorage.com, cdmars@ateammovingandstorage.com, scorwin@ateammovingandstorage.com",catch_all,deliverable,claims@ateammovingandstorage.com,P0,done
Movers Corp,moverscorp.com,moverscorp.com,CONSUMER_SERVICES:1.0,"B2B:0.73, B2C:0.71","providers movers:0.66, moving services:0.63, services moving:0.6, moving companies:0.58, affordable movers:0.56, local movers:0.56, corp movers:0.54, movers corp:0.54, hire moving:0.52, moving insurance:0.51, movers faq:0.5, helpers movers:0.5, moving labor:0.48, rates services:0.47, services hourly:0.44","Movers Corp is a platform that connects individuals with local moving companies and moving labor providers across all 50 states. Users can search for movers by entering their zip code and desired move date, compare rates, reviews, and availability. The service allows users to book moving assistance online without any hidden fees or charges, ensuring a straightforward process for finding the right mover. Additionally, Movers Corp offers moving tips and resources to help users manage their moves effectively.","https://www.linkedin.com/company/movers-corp, https://www.facebook.com/moverscorpcom, https://x.com/moverscorp, https://www.pinterest.com/moverscorp",270,1-10M,1-10,2010-11-18,P.O. Box 520924,Salt Lake City,UT,84152,US,"+18558465507, +18887552212","support@moverscorp.com, movers@moverscorp.com, admin@moverscorp.com, pr@moverscorp.com",,2026-06-09,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Movers,has_public,"support@moverscorp.com, movers@moverscorp.com, pr@moverscorp.com",ok,skipped,support@moverscorp.com,P0,done
Perfect Moving NYC,perfectmoving.com,perfectmoving.com,CONSUMER_SERVICES:0.89,"B2B:0.79, B2C:0.97","moving nyc:0.68, residential moving:0.56, experience moving:0.47, moving great:0.47, moving service:0.47, commercial moving:0.46, storage movers:0.46, moving urgent:0.45, moving day:0.45, moving companies:0.45, professional movers:0.44, moving miami:0.44, moving supplies:0.44, availability manhattan:0.42, weekly express:0.35","Perfect Moving NYC is a moving service that offers professional packing, storage, and general moving support in New York City. They provide a range of services including on-time delivery, damage coverage, and specialized storage options like self-service lockers and eco-friendly bins. The company emphasizes clear communication before, during, and after the move, ensuring customers receive timely assistance and peace of mind through their moving process. Perfect Moving operates seven days a week and focuses on building trust with clients by offering tailored solutions for each type of relocation.","https://www.linkedin.com/company/perfectmoving, https://www.facebook.com/business, https://www.facebook.com/perfectmovingnyc, https://www.facebook.com/pg/perfectmovingnyc/reviews/?ref=page_internal, https://www.instagram.com/perfect.moving, https://www.yelp.com/biz/perfect-moving-new-york?osq=perfect+moving",247,1-10M,1-10,2019-04-12,46-34 Nw 36Th St.,Miami,NY,40614,US,"+16468074198, +12126012721, +17863963960",info@perfectmoving.com,,2026-06-09,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Perfect Moving NYC,has_public,info@perfectmoving.com,catch_all,deliverable,info@perfectmoving.com,P0,done
Capital City Movers,capitalcitymovers.us,capitalcitymovers.us,CONSUMER_SERVICES:0.89,"B2B:0.91, B2C:0.67","moving nyc:0.64, nyc moving:0.63, relocating nyc:0.62, movers nyc:0.6, moving town:0.56, options relocating:0.56, city movers:0.56, break relocating:0.52, moving needs:0.51, renters moving:0.5, service movers:0.49, moving companies:0.49, moving packing:0.49, nyc service:0.45, bins rental:0.44","Capital City Movers is a professional moving company based in New York City that offers local, commercial, and storage services. Their main functionality includes providing efficient packing and unpacking solutions, as well as international freight services. They also offer white glove service for moves and have a referral program to help clients find suitable moving professionals. The company emphasizes customer satisfaction and aims to create a stress-free moving experience through their experienced movers.","https://www.linkedin.com/company/capital-city-movers-nyc, https://www.facebook.com/capitalcitymovers, https://www.facebook.com/capitalcitymoversny, https://www.instagram.com/capitalcitymovers, https://www.instagram.com/capitalcitymovers/?hl=en, https://www.twitter.com/capitalcitymovers, https://www.yelp.com/biz/capital-city-movers-and-storage-new-york-4",101,1-10M,1-10,2017-06-12,333 E 109Th St,New York,NY,10029,US,+17186194881,info@capitalcitymovers.us,,2026-05-31,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Capital City Movers,has_public,info@capitalcitymovers.us,catch_all,deliverable,info@capitalcitymovers.us,P0,done
Work-A-Haulix,workahaulix.com,workahaulix.com,"CONSUMER_SERVICES:0.82, BUSINESS_PRODUCTS_AND_SERVICES:0.07",B2B:0.99,"office moving:0.59, commercial moving service:0.57, business office storage:0.54, office reconfiguration:0.43, secure business office:0.42, moving experience:0.37, functional office:0.36, furniture installation:0.3, successful business:0.29, secure storage facility:0.27, valuable space:0.22, courteous staff:0.19, current location:0.16, easy retrieval:0.1, sq ft:0.06","Work-A-Haulix is a commercial moving company based in Louisville that offers office moving, office furniture installation, and secure storage services. Their main functionality includes assisting businesses with the relocation process, packing, unpacking, and reassemble office furniture, as well as providing 24/7 emergency availability for urgent needs. Key features include safe storage solutions in a 70,000 sq. ft warehouse, specialized services for internal office relocations, and comprehensive support for office reconfiguration to enhance productivity and reduce stress during moves.","https://www.linkedin.com/company/work-a-haulix-llc, https://www.facebook.com/workahaulix",117,1-10M,1-10,2018-05-10,4100 Eastmoor Rd,Louisville,KY,40218,US,+15024518601,info@workahaulix.com,,2026-06-12,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Work-A-Haulix,has_public,info@workahaulix.com,ok,skipped,info@workahaulix.com,P0,done
Wayfinder Moving,wayfindermoving.com,wayfindermoving.com,CONSUMER_SERVICES:0.88,"B2B:0.6, B2C:0.93","moving company:0.46, free moving checklist:0.43, ny long distance:0.4, customizable moving:0.38, packing services professional:0.36, captcha wayfinder moving:0.33, compassionate senior moving:0.31, storage services:0.27, seamless business:0.23, reasonable price:0.2, new house:0.18, minimal downtime:0.17, furniture multiple:0.11, constant speed:0.04, great job:0.04","Wayfinder Moving Services is a moving company based in Buffalo, NY, specializing in various types of moves including local, long-distance, office, and senior moving. They offer professional packing services, safe storage solutions, and personalized moving assistance tailored to individual needs. The team consists of trained movers who focus on customer satisfaction and provide reliable service from the initial consultation through to the final move. Wayfinder Moving also emphasizes home protection with clean equipment and proper handling techniques to ensure a smooth relocation experience for their clients.","https://www.linkedin.com/company/wayfinder-moving-services, https://www.facebook.com/wayfindermoving, https://www.instagram.com/wayfindermovingservices, https://www.yelp.com/biz/wayfinder-moving-services-buffalo?sort_by=date_desc, https://www.yelp.com/biz/wayfinder-moving-services-sinclairville?sort_by=date_desc",271,1-10M,1-10,2018-02-21,75 Comet Avenue,Buffalo,NY,14216,US,"+17162093591, +17162152691, +17168326683, +17166654245, +17166654832",start@wayfindermoving.com,,2026-06-08,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Wayfinder Moving,has_public,start@wayfindermoving.com,catch_all,deliverable,start@wayfindermoving.com,P0,done
Henke Industrial,henkeindustrial.com,henkeindustrial.com,"BUSINESS_PRODUCTS_AND_SERVICES:0.88, SUPPLY_CHAIN_AND_PROCUREMENT:0.08","B2B:0.89, B2G:0.58","henke industrial:0.69, logistics henke:0.68, equipment henke:0.64, automotive henke:0.61, services henke:0.59, henke install:0.57, specialize henke:0.56, henke manages:0.55, rigging millwright:0.55, millwright services:0.54, work henke:0.53, henke safety:0.53, machinery tooling:0.49, industrial equipment:0.48, equipment relocation:0.42","Henke Industrial provides turnkey equipment relocation, rigging, and logistics services for manufacturers across North America and worldwide. Their main functionality includes planning, transporting, reinstalls, and remanufacturing heavy machinery to ensure safe operations and compliance with safety standards. Key features include a team of OSHA-30 certified crews, specialized logistics coordination, technical services for system integration and programming, and comprehensive facility management to support complex relocations.","https://www.linkedin.com/company/henke-industrial, https://www.facebook.com/henkeindustrialllc",223,1-10M,1-10,2019-11-26,7310 A.M. To,Florence,KY,41042,US,+18597578080,christopher.henke@henkeindustrial.com,,2026-05-24,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Henke Industrial,has_public,christopher.henke@henkeindustrial.com,ok,skipped,christopher.henke@henkeindustrial.com,P0,done
Preferred Moving & Storage,preferred-movers.com,preferred-movers.com,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.95","hampshire movers:0.55, maine movers:0.54, movers massachusetts:0.52, maine services:0.51, movers service:0.5, relocation services:0.48, moving services:0.48, specialty moving:0.47, hampshire maine:0.47, affordable moving:0.46, offer maine:0.45, shore massachusetts:0.43, movers storage:0.43, shore movers:0.43, warehousing logistics:0.38","Preferred Moving & Storage is a moving company that offers a range of services including local, long-distance, commercial, and international moves. Their main functionality includes packing, unpacking, and storage solutions for residential, corporate, and senior relocations across New Hampshire, Maine, and Massachusetts. Key features include a trained team of movers, transparent pricing, eco-friendly practices, and a selection of packing supplies to support various relocation needs. They also provide specialized services such as piano move, pool table removal, and junk removal.","https://www.linkedin.com/company/preferred-movers, https://www.facebook.com/preferredmoversllc, https://www.instagram.com/preferred_movers_llc, https://twitter.com/@nhmovers, https://www.youtube.com/user/preferredmoversnh, https://www.pinterest.com/preferredmoversnh, https://www.yelp.com/biz/preferred-movers-north-hampton",178,1-10M,1-10,2017-09-29,136 Lafayette Road Rt1,North Hampton,NH,03862,US,"+16033792272, +13518883984, +13518883987, +16039646191",pat@preferred-movers.com,,2026-06-13,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Preferred Moving & Storage,has_public,pat@preferred-movers.com,catch_all,deliverable,pat@preferred-movers.com,P0,done
State2State Movers,state2statemovers.com,state2statemovers.com,CONSUMER_SERVICES:0.93,"B2B:0.93, B2C:0.96","transportation service:0.42, auto transport:0.38, auto shipping:0.37, transport packaging state:0.3, efficient vehicle:0.22, experienced moving:0.21, affordable cross country:0.19, rate pricing:0.17, bedroom large house:0.15, regular household:0.14, free estimate:0.09, unloading process:0.08, extra special care:0.04, proactive team:0.02, proud history:-0.07","State2State Movers is a moving company that specializes in cross-country moving and auto transport services. They offer a range of services including packing, storage, custom crating, and loading and unloading for homes and businesses across various cities in the U.S. Their team provides personalized moving assistance, ensuring a smooth transition from one location to another through flat-rate pricing without brokers or third-party fees. The company emphasizes safety and professionalism throughout the moving process, with experienced movers available to assist customers at every stage.","https://www.facebook.com/state-to-state-movers-106202568108996, https://www.instagram.com/state2statemov, https://twitter.com/state2statemov, https://www.youtube.com/channel/UCbt5R9l-au5G-EHPtYfj_0g, https://www.yelp.com/biz/state-to-state-moving-and-auto-transport-los-angeles",106,1-10M,1-10,2022-02-23,,Albuquerque,NM,,US,+19295292705,info@state2statemovers.com,,2026-06-05,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,State2State Movers,has_public,info@state2statemovers.com,catch_all,deliverable,info@state2statemovers.com,P0,done
Divine Moving & Storage,divinemoving.com,divinemoving.com,"CONSUMER_SERVICES:0.88, SUPPLY_CHAIN_AND_PROCUREMENT:0.08","B2B:0.99, B2C:0.94","storage nyc:0.62, nyc storage:0.61, moving nyc:0.61, moving storage:0.57, trusted moving:0.57, storage divine:0.55, nyc movers:0.55, moving office:0.54, moving services:0.52, nyc divine:0.51, professional moving:0.51, moving cost:0.5, moving companies:0.5, movers divine:0.5, belongings divine:0.47","Divine Moving and Storage is a licensed moving and storage company based in New York City that offers a range of relocation services for individuals, businesses, and families. Their main functionality includes providing packing, unpacking, and secure storage solutions tailored to the unique needs of urban environments such as tight staircases and limited time windows. Key features include flat-rate pricing with no hidden fees, 24/7 security and monitoring, and specialized services for commercial relocations and furniture moves. The team consists of trained movers who ensure efficient handling of personal belongings and valuables, ensuring a smooth transition into new spaces.","https://www.linkedin.com/company/divine-moving-&-storage-ltd-, https://www.facebook.com/divinemoving, https://www.instagram.com/divinemoving, https://www.instagram.com/divinemoving/?hl=en, https://twitter.com/divinemovers, https://x.com/divinemovers, https://www.youtube.com/channel/UClJajqH4LRcFmuD8H4aFUuA, https://www.youtube.com/user/DivineMoving, https://www.pinterest.com/newyorkmovers",269,<1M,1-10,2016-06-11,550 Barry Steet,Bronx,NY,10474,US,"+12122444011, +13475902333, +13478811118, +17188606666, +18663484637, +18666687666",info@divinemoving.com,,2026-06-04,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Divine Moving & Storage,has_public,info@divinemoving.com,ok,skipped,info@divinemoving.com,P0,done
Moving Team Six,movingteamsix.com,movingteamsix.com,CONSUMER_SERVICES:0.99,"B2B:0.98, B2C:0.93","relocations phoenix:0.64, services phoenix:0.57, az moving:0.54, phoenix business:0.52, residential moving:0.52, phoenix neighborhoods:0.51, moving services:0.49, homes scottsdale:0.47, mesa scottsdale:0.47, phoenix az:0.47, apartment movers:0.45, moves phoenix:0.43, business relocate:0.42, relocations packing:0.42, movingteamsix com:0.38","Moving Team Six is a family-owned moving company based in Phoenix, AZ, offering a range of moving services including local, long-distance, packing, and storage solutions. They provide assistance for residential moves, commercial relocations, senior moving, and apartment relocations. Key features include same-day move options, expert packing services, and secure climate-controlled storage solutions to ensure safe and efficient relocation processes. The team emphasizes customer satisfaction and has over 10 years of experience in the industry, focusing on personalized service and community support.","https://www.linkedin.com/company/moving-team-six-llc, https://www.facebook.com/movingteamsix, https://www.instagram.com/movingteamsixaz, https://www.youtube.com/@movingteamsix",154,<1M,1-10,2018-07-24,33 West Pinnacle Peak Road,Phoenix,AZ,85027,US,"+16029230040, +14804807040",info@movingteamsix.com,,2026-06-09,General Moving Companies in US / CA,2026-06-23T14:22:29.097+03:00,Moving Team Six,has_public,info@movingteamsix.com,ok,skipped,info@movingteamsix.com,P0,done
