Domain,Company,company_clean,public_emails_clean,Industry Groups,Employees,City,State,Country,Description,Plan,Revenue Est Monthly,Store Age Years,Product Count,App Spend Mo,Key Apps,Tech Stack,Trustpilot Rating,Trustpilot Reviews,Migrated From,Social Followers,Features,segment,query_name,ingested_at,Source,MV P0,BB,Final Email,Status,Israeli DTC Shopify 10k+ - Contacts - 2026-07-19
kahanfood.com,Kahanfood,Kahanfood,info@kahan.co.il,/Food & Drink,,,,IL,"J. Kahan - Food Industries is the leading group in Israel in the field of the food-service industry mainly in the institutional food sector. The company offers its customers a wide range in the field of food products, produced in the leading factories in Israel and around the world.",,18707,1.7,248,,"BSS B2B Wholesale Pricing, Shopify Forms, UserWay Website Accessibility","Cloudflare, Cloudflare CDN, Vimeo, YouTube Player",,,,,Contact Page,has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"ramterenkahanfood.com,yossidayankahanfood.com,thierryfoguenakahanfood.com"
shunastudio.com,shunastudio.com,shunastudio.com,studio@shunastudio.com,/Toys & Hobbies/Arts & Crafts,,Tel Aviv-Yafo,Tel Aviv District,IL,SHUNA STUDIO,,20557,5.7,279,49,"Aris Product Options, Variants, T Lab ‑ AI Language Translate, Discount Ninja Promo Engine, Dondy: WhatsApp Marketing+Chat, PreOrder Globo | Back in Stock","Arrive, Cloudflare, Cloudflare CDN, Flashy, Google Ads Pixel",,,woocommerce (2023),,"Shopify New Customer Accounts, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,yashagomenshunastudio.com
pharm2u.co.il,Pharm2u,Pharm2u,"cs@pharm2u.co.il, pharmtou@gmail.com, https://www.tiktok.com/@pharm2u.co.il",/Beauty & Fitness/Face & Body Care,,Kiryat Gat,South District,IL,"כל הבשמים שאתם אוהבים במקום אחד. Pharm2u מביאה לכם את עולם בשמי הנישה, המעצבים והדיופים המדויקים ביותר בישראל. חווית קנייה אונליין, שירות אישי ומשלוח מהיר. הזמינו עכשיו >>",,23024,3.5,5237,122,"ADA Accessibility Widget by AP, Assortion: Upsell & Bundles, Attribuly: Klaviyo Recovery, AfterShip Product Reviews, Froonze VIP Loyalty & Wishlist","Afterpay, Arrive, Cloudflare, Cloudflare CDN, Emarsys",,,,TT 284,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Brands Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
barbarahat.com,barbarahat.com,barbarahat.com,"https://www.youtube.com/@barbarahat-b5g, info@barbarahat.com",/Apparel/Headwear,,Jerusalem,Jerusalem District,IL,"Barbara Hat – Luxury Hat Store in Jerusalem. Handcrafted hats for weddings, bar & bat mitzvahs. Exclusive collection from Italy.",,18090,3.0,26,,,"Arrive, Calendly, Cloudflare, Cloudflare CDN, Google Ads Pixel",,,,,"International Shipping, New Shopify Checkout (2022), Contact Page, Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
sugarandspicetlv.com,sugarandspicetlv.com,sugarandspicetlv.com,"info@sugarandspice.co.il, https://www.tiktok.com/@sugarandspicetlv, sugarspice492@gmail.com",/Apparel/Women's Clothing,,Tel Aviv-Yafo,Tel Aviv District,IL,"ברוכים הבאים ל-SUGAR & SPICE! מותג אופנה ייחודי עם בגדים יומיומיים, נוחים ומעוצבים באיכות גבוהה. כל פריט מיוצר בתל אביב מבדים נבחרים שעברו בדיקות קפדניות, כדי להבטיח נוחות וסטייל לכל רגע. משלוחים מהירים עד הבית ושירות אישי דרך וואטסאפ, אינסטגרם ומייל. BE A SUGAR STYLE!",,16857,9.6,144,34,"Preorder, Back In Stock ‑ STOQ, EG Auto Add to Cart Free Gift, Instafeed ‑ Instagram Feed, KNO Post Purchase Surveys, Booster Page Speed Optimizer","Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Adsense",,,,TT 2.5k,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
houseofmezuzah.co.il,House of Mezuzah,House of Mezuzah,info@houseofmezuzah.co.il,/People & Society/Religion & Belief,,Haifa,Haifa District,IL,"Discover handcrafted mezuzah cases from House of Mezuzah. Explore our unique, eco-friendly collection made by Israeli artists. Perfect for gifts and Jewish home décor.",,22202,2.3,149,,Shopify Inbox,"Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,ruslandesyatnikovhouseofmezuzah.co.il
ultrawave.co.il,ULTRAWAVE,ULTRAWAVE,"info@ultrawave.co.il, https://www.tiktok.com/@ultrawave51, ultrawave@012.net.il",/Sports/Sporting Goods | /Sports/Water Sports/Surfing | /Sports/Water Sports/Swimming,27,Herzliya,Tel Aviv District,IL,"ultrawave חנות המפעל הראשונה בישראל לייצור, מכירה, יבוא ותיקון גלשנים מאז 1975, ידע וניסיון של למעלה מ-40 שנה. גלשנים מכל הסוגים, חרבות לגלשן, חליפות גלישה.",,18090,7.3,648,19,"Gift Card Factory, Instafeed ‑ Instagram Feed, KNO Post Purchase Surveys, MIDA Replay, Heatmap & Insight, Optionize Product Options","Apple Pay, Arrive, Cloudflare, Cloudflare CDN, Google Pay",,,woocommerce (2026),,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,musaultrawave.co.il
choopy.co.il,choopy.co.il,choopy.co.il,info@choopy.co.il,/Toys & Hobbies,,Jerusalem,Jerusalem District,IL,"צעצועי עץ מקסימים ואיכותיים לפיתוח היצירתיות והדמיון. חנות CHOOPY מייבאת מבחר צעצועים מעץ ממותגים אירופאים מובילים. להזמנות וקבלת משלוח בכל הארץ, לחצו",,11923,5.8,449,54,"ChatBot by Text, Dondy: WhatsApp Marketing+Chat, Fontify: Google & Custom Fonts, Product Reviews, Glood Product Recommendations","Arrive, ChatBot, Cloudflare, Cloudflare CDN, Facebook Messenger Chat Plugin",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
datiya.co.il,www.datiya.co.il,www.datiya.co.il,sales@datiya.co.il,/People & Society/Religion & Belief | /Apparel | /Apparel/Women's Clothing,,Holon,Center District,IL,"דתייה אונליין – החנות המובילה לבגדים צנועים לנשים דתיות. קולקציה רחבה של בגדים לדתיות בסטייל: חליפות, חולצות, חצאיות ושמלות. הזמנה אונליין נוחה עם משלוח עד הבית",,26364,7.0,522,147,"Avada AI SEO Image Optimizer, Klaviyo: Email Marketing & SMS, ReturnGO Returns & Exchanges","Amazon SES, Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel",,,woocommerce (2024),,"Free Returns, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
natashadenona.co.il,www.natashadenona.co.il,www.natashadenona.co.il,"https://www.youtube.com/@natashadenona, https://tiktok.com/@natashadenona, social@natashadenona.com",/Beauty & Fitness/Face & Body Care/Make-Up & Cosmetics,127,Tel Aviv-Yafo,Tel Aviv District,IL,"מוצרי איפור מקוריים מבית נטאשה דנונה - צבעים מודרניים ומרהיבים לשפתיים, לעיניים וללחיים, לצד קשת רחבה של גוונים טבעיים – מכהים ועד בהירים - לעור הפנים. פלטות צלליות לעיניים, ליפסטיקים, אייליינרים, ליפגלוסים, סמקים, מברשות מקצועיות.",Shopify Plus,73492,7.8,110,229,"AdScale AI Ads Meta/Google Ads, KX Claude AI Shopping Agent, Attentive: AI‑led Email &SMS, BOOSTER AI SEO + AEO OPTIMIZER, SimpleCall ‑ Click to Call","Afterpay, Apple Pay, Arrive, Attentive, Bing Ads",,,,PIN 1.9k / YT 180k / TT 627k,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
sapappy.co.il,www.sapappy.co.il,www.sapappy.co.il,"info@sapappy.co.il, https://www.tiktok.com/@sapappy",/Toys & Hobbies,,Nofit,Haifa District,IL,"ספפי - ספת משחק מודולרית לילדים, בעיצוב ישראלי מקורי. 8 חלקים הניתנים להרכבה במגוון צורות, מעודדת יצירתיות ומשחק. בטוחה לשימוש, קלה לניקוי ומגיעה עד הבית. מושלמת לחדרי ילדים, פינות משחק או חללים משפחתיים. הספה המומלצת ע""י הורים, מטפלים ומעצבים בישראל. כולל אחריות לעשר 10 שנים ומשלוח חינם עד הבית לכל הארץ.",,15623,2.9,13,,"GOAFFPRO ‑ Affiliate Marketing, Loox ‑ Product Reviews App, Shopify Forms, HIKO Social Login, Tolstoy: Shoppable Video & UGC","Arrive, Cloudflare, Cloudflare CDN, GoAffPro, Google Ads Pixel",,,woocommerce (2024),TT 214,"Shopify Online Store 2.0, 3D Models, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"davidsapappy.co.il,shoshanasapappy.co.il"
rashbel.com,Rashbel,Rashbel,"sales@rashbel.com, sales@rashbelgold.com",/Apparel/Clothing Accessories,,Tel Aviv-Yafo,Tel Aviv District,IL,"Manufacturing, wholesale and retail sales for over 37 years, we specialize in gold, silver and goldfield, findings, gallery ribbons, wires, row material, necklaces, tools and finished jewelry",,10690,6.5,2370,,"Shopify Inbox, Klaviyo: Email Marketing & SMS","Arrive, Cloudflare, Cloudflare CDN, Google Workspace, Klaviyo",,,magento (2026),,"Shopify New Customer Accounts, Shopify Online Store 2.0, Cryptocurrency Messaging, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"yardenadler-tevetrashbel.com,dancohenrashbel.com,lavirashbel.com,olgaurkovarashbel.com"
disco-rosso.com,Disco Rosso,Disco Rosso,"discorossosales@gmail.com, discorossooffice@gmail.com, discorosso@gmail.com",/Apparel/Footwear,,Yavne,Center District,IL,DISCO ROSSO,,54517,8.9,1697,89,"Ez Accessibility Widget ‑ ADA, CookieYes GDPR Cookie Banner, SendWILL Popup Email Marketing, Notify Me, Back in Stock: SW, Essential Countdown Timer Bar","Arrive, Cloudflare, Cloudflare CDN, CookieYes, Google Ads Pixel",,,,,"Shopify New Customer Accounts, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,asafdisco-rosso.com
giftify.co.il,giftify.co.il,giftify.co.il,info@giftify.co.il,/Gifts & Special Events,,Ramot Menashe,North District,IL,"גיפטיפיי הוא אתר מתנות בהתאמה ועיצוב אישי מיוחד במינו. בגיפטיפיי תוכלו למצוא מתנות לזוגות, מתנות לאמהות, ומתנות לאירועים",,14596,3.2,275,,"EComposer Landing Page Builder, Wiz ‑ Ai Email Marketing, Estimated Delivery Date ‑ ETA, Loox ‑ Product Reviews App, Nitro ‑ AI Store & Upsells","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
kwintner.com,KWINTNER,KWINTNER,"https://www.tiktok.com/@kwintnerjewelry, info@kwintner.com, kwintnerjewelry@gmail.com",/Apparel/Clothing Accessories,,Tel Aviv-Yafo,Tel Aviv District,IL,"Studio Kwintner creates handcrafted jewelry in 14k gold, inspired by nature’s textures and organic forms. From diamond engagement rings to unique gold bands, our Jaffa studio blends artistry, design, and timeless craftsmanship, including custom jewelry made to order.",,21379,6.2,1224,,"Avada GDPR Cookies Consent, BUCKS Currency Converter PRO++, Google Reviews Rocket, GSC Instagram Feed, Instafeed, Omnisend Email Marketing & SMS","Arrive, Cloudflare, Cloudflare CDN, Flashy, Google Ads Pixel",,,,,"Shopify Online Store 2.0, Gift Messaging, International Shipping, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
myseasidespa.com,Seaside Spa,Seaside Spa,"info@shirey.co.il, myseasidespa@gmail.com",/Beauty & Fitness/Face & Body Care/Skin & Nail Care,,Tel Aviv-Yafo,Tel Aviv District,IL,"Discover the rejuvenating power of Dead Sea mineral skin care products. Enriched with natural minerals, our formulas hydrate, nourish, and restore your skin's natural glow",,12540,6.1,938,107,"ChatBot by Text, Dondy: WhatsApp Marketing+Chat, Foxify AI Landing Page Builder, FoxKit: Upsell & Bundles App, Pandectes GDPR Compliance","Arrive, Bing Ads, ChatBot, Cloudflare, Cloudflare CDN",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Signature Required, International Shipping, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
fasterchef.co.il,FasterChef,FasterChef,"info@fasterchef.co.il, https://www.youtube.com/@fasterchef-",,,Acre,North District,IL,"בישול זה דבר כיף. לחלקנו זו ממש אהבה אמיתית. אבל לפעמים תפעול ועבודה יומיומית במטבח יכולים להיות דבר די מתיש ומעייף. המוצרים שלנו נועדו להקל על החיים, אנחנו מאמינים שלא צריך להקריב את הנאת הבישול בבית לטובת לוח הזמנים העמוס. מוצרי המטבח שלנו הם לא רק עבור שפים מקצועיים. הם מיועדים בעיקר לאמהות ואבות עסוקים ולחובבי מטבח",,56080,4.0,73,,"EComposer Landing Page Builder, Fontify: Google & Custom Fonts, Frequently Bought Together CBB, Labeler Product Labels, Omnise ✧ AI Page Builder","Amazon SES, Arrive, Cloudflare, Cloudflare CDN, Flashy",,,,YT 2,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
labass.co.il,Labass,Labass,"https://www.tiktok.com/@labass.piercing, labassme@gmail.com",/Apparel/Clothing Accessories,,Jerusalem,Jerusalem District,IL,"פירסינג ותכשיטים איכותיים – עגילי טיטניום היפואלרגניים, משלוח מהיר 🚚 ומבצע 3+1 באתר Labass. בנוסף מחכה לכם מגזין פירסינג עם מדריכים וטיפים. Use discount code c8c04a62",,52575,8.0,893,32,"MLV Auto Currency Switcher, Avada AI SEO Image Optimizer, Blockify Fraud Filter, Blocker, Blockify Age Verification 18+, Back In Stock,Notify Me: Kbite","Arrive, Cloudflare, Cloudflare CDN, Flashy, Google Ads Pixel",,,,,"Shopify New Customer Accounts, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"maorcohenlabass.co.il,cohenlabass.co.il"
blazepod.co.il,BlazePod,BlazePod,"info@blazepod.co.il, info@blazepod.co",/Jobs & Education/Education/Training & Certification | /Business & Industrial/Business Operations,61,Bnei Dror,Center District,IL,בלייזפוד,Shopify Plus,23127,7.8,23,77,"UpPromote Affiliate Marketing, Aftersell Post Purchase Upsell, AfterShip Product Reviews, DIN ‑ AI Agents & AI Chat Bot, Hextom: Countdown Timer Bar","Apple Pay, Arrive, Cloudflare, Cloudflare CDN, Flashy",,,woocommerce (2020),,"Shopify New Customer Accounts, Career Page, Warranty Page, Shopify Online Store 2.0, New Shopify Checkout (2022)",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
yashir-group.biz,yashir-group.biz,yashir-group.biz,"contact@yashir-group.co.il, https://www.tiktok.com/@yashirgroup, info.center@yashir-group.co.il",/Computers/Electronics & Electrical,,Gedera,Center District,IL,Yashir Group,,21379,1.6,2123,29,"Algolia AI Search & Discovery, Powerful Contact Form Builder, CreditsYard — Store Credit, Shopify Forms","Algolia, Arrive, Cloudflare, Cloudflare CDN, Cloudflare Email",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), FAQ Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
familygroup.co.il,Family,Family,"service@familyline.co.il, service@familygroup.co.il",/Home & Garden/HVAC & Climate Control | /Home & Garden/Home Improvement | /Home & Garden/Home Appliances,,Tel Aviv-Yafo,Tel Aviv District,IL,"Family Air Conditioner מתמחה בפתרונות מיזוג אוויר מתקדמים לבית ולעסק. מגוון מזגנים איכותיים, טכנולוגיה מתקדמת, חיסכון באנרגיה, שירות מקצועי ואחריות מלאה בפריסה ארצית.",,20722,3.4,45,,"Klaviyo: Email Marketing & SMS, Product Recommendation Quiz, Product Reviews","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,woocommerce (2026),,"Warranty Page, New Shopify Checkout (2022), Contact Page, Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"shaiben shitritfamilygroup.co.il,kfirben shitritfamilygroup.co.il,drorben shitritfamilygroup.co.il"
rowll.com,Rowll,Rowll,"support@rowll.com, info@rowll.com",/Food & Drink/Beverages,,,,IL,"Rowll rolling papers and KITS are made from the finest quality eco friendly materials. The Natural, Smartest and Easiest way to roll . Rowll.",,12951,7.6,19,64,"17TRACK Order Tracking, MLV Auto Currency Switcher, Bouncer, Cartly Abandoned Cart Recovery, CodeInspire Accessibility Tool","Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Tag Manager",,,,X 44,"International Shipping, Recharge v2, New Shopify Checkout (2022), Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
mratactical.com,MRA IL,MRA IL,mratactical@gmail.com,/Apparel,,Givat Yeshayahu,Jerusalem District,IL,"מחפשים נרתיק לאקדח איכותי? ב- MRA IL תמצאו נרתיקים בייצור כחול לבן, עמידים ונוחים במיוחד בהתאמה אישית לכל סוגי האקדחים. משלוח מהיר לכל הארץ. היכנסו לקטלוג!",,16446,1.3,245,8,"APO Product Options, Variants, Avada AI SEO Image Optimizer, Product Recommendations • ES, Floatify: Social & CTA Buttons, GSC Countdown Timer Bar","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Contact Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,aviohanamratactical.com
dd-diamond.com,DD.Diamond – DD Diamond,DD.Diamond – DD Diamond,"contact@dd-diamond.com, dd.diamondtlv@gmail.com",/Apparel/Clothing Accessories,,Ramat Gan,Tel Aviv District,IL,DD Diamond,,17062,6.8,333,27,"Covet Instagram Feed & Reviews, Infinite Product Options, Klaviyo: Email Marketing & SMS, Magic: Exchanges and Returns, Magic 360","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"International Shipping, New Shopify Checkout (2022), Contact Page, Has Blog, Sizing Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
hagara.co.il,HAGARA,HAGARA,"hagara@hagara.co.il, info@hagara.co.il, online@hagara.co.il",/Apparel,,Rishon LeTsiyon,Center District,IL,"בית האופנה “הגרה” - אופנה עכשווית, עדכנית, ייחודית וטרנדית בהתאם למגמות אופנה בולטות - לנשים בכל המידות.",,54271,4.0,769,18,"Ctx: WhatsApp Chat + Marketing, Infi ‑ Infinite Scroll Load, TA AI Product Labels & Badges, Sense RTL: עברית, Shopify Forms","Arrive, Cloudflare, Cloudflare CDN, Flashy, Google Workspace",,,woocommerce (2024),,"Shopify New Customer Accounts, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"hanahagarahagara.co.il,sharonhagarahagara.co.il,yoramhagarahagara.co.il"
hibino.co.il,hibino,hibino,"contact@hibino.co.il, hibinogalleryshop@hibino.co.il",,,Tel Aviv-Yafo,Tel Aviv District,IL,hibino,,13157,6.2,805,55,"Mailchimp Email SMS Marketing, Swym Wishlist Plus, Preorder Now Presale Timesact, Vify: Professional Gift Cards, Swym Back in Stock Alerts","Arrive, Calendly, Cloudflare, Cloudflare CDN, Mailchimp",,,wix (2024),,"Brands Page, Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
gregpuzzles.com,Greg Puzzles,Greg Puzzles,"https://youtube.com/@greggelf24, https://tiktok.com/@greggelf24",/Games/Puzzles & Brainteasers,,Omer,South District,IL,"Shop mechanical puzzles for adults - beautiful to look at, satisfying to solve. Brain teasers and packing puzzles from world-class designers. Free worldwide shipping.",,34073,1.8,86,,"Bundler ‑ Product Bundles App, Hextom: Free Shipping Bar, GOAFFPRO ‑ Affiliate Marketing, Judge.me Product Reviews App, Shopify Forms","Arrive, Cloudflare, Cloudflare CDN, GoAffPro, Google Ads Pixel",,,,,"Shopify New Customer Accounts, FAQ Page, International Shipping, Shopify Online Store 2.0, Product Page Video Tag",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
kadishstudio.com,Kadish Studio,Kadish Studio,"info@kadishstudio.com, https://www.tiktok.com/@kadishstudio",,,Giv'atayim,Tel Aviv District,IL,"Kadish Studio מייצרת תמונות לבית, למשרד, לסלון על נייר אומנותי ויוקרתי במרקם מט מוחלט בצבע לבן שבור וברמת גימור ""סופר-פרימיום"". משלוחים חינם מעל 400 ש""ח.",,11101,2.3,648,,"Tapita AI SEO Optimizer, Speed, GSC Instagram Feed, Instafeed, Instafeed ‑ Instagram Feed, Omnisend Email Marketing & SMS, EAZE WhatsApp Button","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Shopify New Customer Accounts, Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
fugu.co.il,fugu.co.il,fugu.co.il,info@fugujapan.com,/Apparel/Footwear,,Tel Aviv-Yafo,Tel Aviv District,IL,"פוגו, נעליים יפניות בייבוא אישי. אנחנו מאמינים בגמישות, נוחות ואופנתיות. הנעליים טבעוניות ומיוצרות ללא חומרים מהחי. מגוון דגמים לגברים ונשים באתר.",,28924,8.0,34,,"Replo Landing Page Builder, Hextom: Countdown Timer Bar, Lookbook Shop by Gallery Ace, Omnisend Email Marketing & SMS, Product Reviews","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,woocommerce (2024),,"Shopify New Customer Accounts, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"udimazuzfugu.co.il,nivmazuzfugu.co.il"
allatonce.store,All At Once Store,All At Once Store,"help@allatonce.store, https://www.tiktok.com/@allatonce.eee",/Apparel/Footwear,,Giv'atayim,Tel Aviv District,IL,"All At Once | Tel Aviv streetwear. Local culture meets global fashion. From concept to final product, we’re built on family, hard work, and joy.",,11512,5.2,219,,"AfterShip Email Marketing,SMS, Avada AI SEO Image Optimizer, AppLovin, BUCKS Currency Converter PRO++, Disablo ‑ Disable Right Click","AppLovin AXON Pixel, Apple Pay, Arrive, Cloudflare, Cloudflare CDN",,,,TT 419,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,ilayhenriksenallatonce.store
daniellatlv.com,DANIELLA – Daniella TLV,DANIELLA – Daniella TLV,"daniellatlv18@gmail.com, daniellatlv@gmail.com",/Apparel,,Tel Aviv-Yafo,Tel Aviv District,IL,"DANIELLA הוא אתר אופנה למותגים בין- לאומיים, המכיל את המגמות הכי חמות בעולם האופנה, תוך דגש על הלקוחה הישראלית ואיכות הבגד",,12951,4.5,784,7,"CodeInspire Accessibility Tool, Essential Countdown Timer Bar, Globo Mega Menu, Navigation, Instafeed ‑ Instagram Feed, Mailchimp Email SMS Marketing","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Shopify New Customer Accounts, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,daniellatlvdaniellatlv.com
makmeldesign.com,Handcrafted by Makmel,Handcrafted by Makmel,makmeldesign@gmail.com,/Apparel/Clothing Accessories,,Beit Herut,Center District,IL,"Makmel creates handcrafted jewelry in solid gold and 925 silver, handcrafted since 2007 and rooted in five generations of goldsmiths. Timeless pieces, from shells to signature studio designs, that tell your story for a lifetime, defined by natural form, material integrity, and a unique studio finish.",,11101,9.5,597,10,"Beast Currency Converter, Instafeed ‑ Instagram Feed, AuthentiPix, TrustedSite ‑ Trust Badges, Postscript SMS Marketing","Arrive, Cloudflare, Cloudflare CDN, PayPal Express Checkout, Postscript",,,,,"FAQ Page, Shopify Online Store 2.0, Cryptocurrency Messaging, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
silktelaviv.com,silktelaviv.com,silktelaviv.com,silktelaviv@gmail.com,/Gifts & Special Events/Flowers,,Tel Aviv-Yafo,Tel Aviv District,IL,"סידורי פרחים. עיצוב שמכניס חיים לבית, בלי השקיה, בלי נבילה, בלי התעסקות.",,11718,4.6,408,,"ADA Accessibility Widget by AP, Essential Countdown Timer Bar, Judge.me Product Reviews App, Loox ‑ Product Reviews App, Section Store: Theme Sections","Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Adsense",,,woocommerce (2025),,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,danielnavarrosilktelaviv.com
