domain,bot_bucket,chat_class,vendor,quotable_line
viddyoze.com,NO BOT,not-probed,,
vie-aesthetics.com,NO BOT,not-probed,,
vintage-threads.com,NO BOT,no-chat-widget,,
vintageroots.co.uk,NO BOT,no-chat-widget,,
virginiahayward.com,NO BOT,not-probed,,
viridian-nutrition.com,NO BOT,no-chat-widget,,
visitderry.com,NO BOT,not-probed,,
vispring.com,NO BOT,not-probed,,
vivaskinclinics.com,BUTTONS BOT,menu-only-no-freetext,,
vividinktattoos.co.uk,NO BOT,not-probed,,
vixenandblush.com,NO BOT,not-probed,,
volcanocoffeeworks.com,TEXT BOT,ai-lookup-login-gated,Gorgias,"Hi, I’m sorry, but we cannot see your order details just yet because you are not logged in. Please log in so we can check your order status and tracking for you. Verify order details"
vollebak.com,NO BOT,no-chat-widget,,
volunteeredinburgh.org.uk,NO BOT,not-probed,,
vyrao.com,NO BOT,no-chat-widget,Re:amaze,
wahl.co.uk,NO BOT,not-probed,,
wakuda.co.uk,NO BOT,not-probed,,
wallpapermural.com,NO BOT,no-chat-widget,,
waltonsandcompany.com,NO BOT,not-probed,,
walx.co.uk,NO BOT,not-probed,,
warrioraddict.com,NO BOT,blocked-not-probed,,
watchesworld.com,NO BOT,not-probed,,
watchhouse.com,NO BOT,no-chat-widget,,
water-systems.co.uk,NO BOT,not-probed,,
waterguard.co.uk,NO BOT,not-probed,,
waternation.co.uk,NO BOT,not-probed,,
wattbike.com,NO BOT,no-chat-widget,Gorgias,
waveproject.co.uk,NO BOT,not-probed,,
waxlondon.com,TEXT BOT,ai-lookup-login-gated,Gorgias,"Hi, I’m sorry, but I can’t see your order details yet. Please log in so we can check your latest order status and tracking for you 🙂 Verify order details"
wearedame.co,NO BOT,no-chat-widget,Tidio,
wearejude.com,NO BOT,not-probed,,
wearesassyscents.com,BUTTONS BOT,menu-only-no-freetext,,
wearesync.co.uk,NO BOT,no-chat-widget,,
wearethecurators.com,TEXT BOT,ai-lookup-login-gated,Gorgias,"Hi! I’m sorry, but I can’t view your order just yet because you’re not logged in. Please log in so we can check the status and tracking for you 👍 Verify order details"
wearewild.com,NO BOT,not-probed,,
wellerhire.co.uk,NO BOT,not-probed,,
wellgard.co.uk,NO BOT,no-chat-widget,,
wellreadcompany.com,NO BOT,no-chat-widget,,
welshjudo.com,NO BOT,not-probed,,
welzo.com,NO BOT,no-chat-widget,,
wessex-tubas.com,TEXT BOT,no-response-human-queue,Tawk.to,
wested.com,BUTTONS BOT,menu-only-no-freetext,Tawk.to,
westernfuel.co.uk,NO BOT,not-probed,,
westerntowing.co.uk,NO BOT,no-chat-widget,,
westlandsuk.co.uk,NO BOT,no-chat-widget,,
whatkatiedid.com,NO BOT,blocked-not-probed,,
whatshotblog.com,NO BOT,no-chat-widget,,
wheelbase.co.uk,NO BOT,not-probed,,
whiskytastingcompany.com,NO BOT,blocked-not-probed,,
whistlefish.com,NO BOT,no-chat-widget,,
whitbymorrison.com,NO BOT,not-probed,,
whittlebury.com,NO BOT,not-probed,,
wigmoresports.co.uk,NO BOT,no-chat-widget,,
wild-dose.com,NO BOT,no-chat-widget,Richpanel,
wildnutrition.com,BUTTONS BOT,menu-only-no-freetext,Gorgias,
williamgee.co.uk,NO BOT,no-chat-widget,,
willowandpearl.co.uk,NO BOT,not-probed,,
willowandstone.co.uk,NO BOT,no-chat-widget,,
willwriters.com,NO BOT,no-chat-widget,,
wilsonwilsonandhancock.co.uk,NO BOT,not-probed,,
windsor-telecom.co.uk,NO BOT,not-probed,,
wineware.co.uk,NO BOT,no-chat-widget,,
winningmoves.co.uk,NO BOT,no-chat-widget,,
withnothingunderneath.com,NO BOT,no-chat-widget,,
wolfescapegames.com,NO BOT,no-chat-widget,,
wolflaundry.co.uk,NO BOT,not-probed,,
womensaid.org.uk,NO BOT,not-probed,,
womersleyfoods.com,NO BOT,no-chat-widget,,
woodenspoon.org.uk,NO BOT,not-probed,,
woodflooringkent.com,NO BOT,not-probed,,
woodwinters.com,NO BOT,not-probed,,
woolandthegang.com,NO BOT,not-probed,,
woowoo.fun,NO BOT,blocked-not-probed,,
wpengine.com,NO BOT,no-chat-widget,,
writershq.co.uk,NO BOT,not-probed,,
wtgf.org,NO BOT,not-probed,,
wuka.co.uk,BUTTONS BOT,menu-only-no-freetext,,
wypeuk.com,NO BOT,no-chat-widget,,
wyspinners.com,NO BOT,no-chat-widget,,
xmiles.co.uk,BUTTONS BOT,menu-only-no-freetext,Gorgias,
years.com,TEXT BOT,deflects-to-article,Gorgias,Here is an article
yescolours.com,NO BOT,no-chat-widget,,
yesyesyes.org,BUTTONS BOT,menu-only-no-freetext,Gorgias,
yogamatters.com,TEXT BOT,no-response-human-queue,Freshchat,
yokolondon.com,NO BOT,no-chat-widget,,
yorkcityfootballclub.co.uk,NO BOT,no-chat-widget,,
yorkshirefoodguide.co.uk,NO BOT,not-probed,,
yorkshireheart.com,NO BOT,no-chat-widget,,
yorkshiresoap.co.uk,NO BOT,not-probed,,
yorktest.com,NO BOT,not-probed,,
yourdesign.co.uk,NO BOT,not-probed,,
yourlocallink.co.uk,NO BOT,not-probed,,
youswim.com,NO BOT,blocked-not-probed,,
yuzefi.com,NO BOT,no-chat-widget,,
zeeelle.com,NO BOT,no-chat-widget,Gorgias,
zenhealthcare.co.uk,NO BOT,no-chat-widget,,
zone3.com,BUTTONS BOT,menu-only-no-freetext,Gorgias,
zooki.com,NO BOT,no-chat-widget,,
