query_name,segment,Domain,Name,company_clean,icp_fit,industry_groups,business_model,Score,similarity,revenue_range,employees,start_date,City,State,Country,phones,public_emails,description,batch_id,emails_ok_count,emails_catchall_count,contacts_with_ok,reachable_status,ingested_at,Company,Title,Seniority,Department,Email,Verified,Phone,Social,Connections,_sheet_id,✨ ICP Fit,Similarity,Industry Groups,Employees,Start Date,Street,Zip,Redirect Domain,Description,Keywords,Update Date,source_sheet
General Moving Companies in US / CA,no_contacts,leaveittomeorganizing.com,Leave It To Me Organizing,Leave It To Me Organizing,partial,CONSUMER_SERVICES:1.0,B2C:0.96,58,,<1M,1-10,2021-05-07,San Antonio,TX,US,+12547021455,lindsay@leaveittomeorganizing.com,"Leave It To Me Organizing is a home organization service based in San Antonio, Texas. They assist busy families in organizing their spaces such as closets, homes offices, garages, and kitchens to create organized systems that simplify decluttering and organization. Their offerings include move-in unpacking, holiday decorating, and flexible organizing packages tailored to individual needs or for larger projects. The team focuses on helping clients achieve a stress-free environment through effecti",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,misskrisandco.com,Miss Kris & Co.,Miss Kris &,partial,CONSUMER_SERVICES:1.0,"B2B:0.65, B2C:0.89",47,,<1M,1-10,2024-02-16,Toronto,ON,CA,,,"Miss Kris & Co. is a home organization service based in Toronto that provides professional decluttering, moving assistance, and concierge services for homes and offices across the Greater Toronto Area (GTA). Their main functionality includes stress-free organizing processes, ensuring a clutter-free environment, and offering personalized support tailored to individual preferences. Key features include a Done With You approach for hands-on organizing, a Ready For You service for ongoing assistance",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,blackcatmoving.ca,Black Cat Moving Transport Ltd.,Black Cat Moving Transport,yes,CONSUMER_SERVICES:1.0,B2C:0.94,31,,1-10M,1-10,2025-01-02,Delta,BC,CA,+16046183791,info@blackcatmoving.ca,"Black Cat Moving is a moving company that offers local and long-distance moving services in Greater Vancouver and Western Canada. Their main functionality includes providing professional moving solutions for various types of properties such as apartments, condos, and houses, as well as commercial moving services like office relocations and warehouse management. Key features include transparent pricing with no hidden fees, reliable scheduling, careful handling of fragile items, and fully insured",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,arizonaseniormovingcompany.com,Arizona Senior Moving Company,Arizona Senior Moving Company,yes,CONSUMER_SERVICES:1.0,B2C:0.93,89,,1-10M,1-10,2019-07-23,Surprise,AZ,US,+16026209941,info@arizonaseniormoving.com,"Arizona Senior Moving Company provides moving services specifically for seniors in Metro Phoenix. Their main functionality includes packing, moving, unpacking, and settling-in for homes and apartments within senior communities. They also offer additional services such as estate clearing, packing for out-of-state moves, and professional cleaning. The company emphasizes customer care and professionalism throughout the moving process to ensure a smooth transition for seniors.",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,chandlermovers.net,Chandler Movers,Chandler Movers,yes,CONSUMER_SERVICES:0.99,"B2B:1.0, B2C:0.9",46,,1-10M,1-10,2025-05-15,Chandler,AZ,US,+14804428983,,"Chandler Movers is a moving company based in Chandler, AZ, offering a range of relocation services for both residential and commercial moves. Their main functionalities include local and long-distance relocations, packing, transporting, and unpacking, as well as specialized services like furniture assembly and storage solutions. They provide transparent pricing with no hidden fees, ensuring customer satisfaction throughout the moving process. The team consists of trained professionals who handle",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,tidymadeeasy.com,Tidy Made Easy,Tidy Made Easy,partial,CONSUMER_SERVICES:1.0,"B2B:0.59, B2C:0.86",84,,<1M,1-10,2021-03-01,Boca Raton,FL,US,+15614454873,,"Tidy Made Easy is a professional home organizing service based in South Florida, specializing in decluttering and organizing for residential spaces. The company offers tailored organization systems that include sorting, arranging, and maintaining items to reduce stress and improve overall living quality of life. Key features include personalized assessments of space needs, garage organizing, furniture rearrangement, and the creation of custom organizational plans. Clients can schedule consultati",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,wordofmouthdfw.biz,Word of Mouth DFW,Word of Mouth DFW,yes,CONSUMER_SERVICES:1.0,"B2B:0.97, B2C:0.94",49,,<1M,1-10,2022-05-20,Arlington,TX,US,+16827857198,foremar@wordofmouthdfw.biz,"Word of Mouth DFW is a moving service provider based in the Dallas, Arlington, and Fort Worth areas. They offer a range of moving solutions including local, long-distance, commercial, last-minute, hot shot, senior living, and packing services. Their team provides personalized pricing, specialized packing techniques, and transportation services to ensure safe and smooth relocation for families and individuals. Customers can schedule free consultations with their moving needs through the website o",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,gjmovers.com,All Pro Moving,All Pro Moving,yes,CONSUMER_SERVICES:0.98,"B2B:0.99, B2C:0.81",54,,N/A,11-50,2023-04-10,Grand Junction,CO,US,+19702571652,allpromoving@gjmovers.com,"All Pro Moving is a moving and commercial warehousing service based in Grand Junction, Colorado. They offer a range of services including packing, storage, and transportation for items like furniture and appliances. The company emphasizes their experience, expertise, and tools to ensure smooth move-related processes. Customers can request an estimate online or by phone, and the company also provides discounts on local labor and community outreach initiatives.",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,livingsimpleorganizing.com,Living Simple Organizing,Living Simple Organizing,partial,CONSUMER_SERVICES:1.0,B2C:0.91,54,,<1M,1-10,2020-10-17,Nanaimo,BC,CA,,,"Living Simple Organizing is a home organizing service based in Nanaimo, BC, Canada. The main functionality includes general home organization, move-in services, renovation consultations, and decluttering. Key features include personalized consultations to understand client needs, packing and settling, sorting belongings, and creating functional spaces tailored to individual preferences. Pricing varies by category, with options for one-time or recurring workflows, and travel charges may apply for",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,ingoodorderllc.com,In Good Order,In Good Order,partial,CONSUMER_SERVICES:1.0,"B2B:0.97, B2C:0.9",116,,<1M,11-50,2019-09-12,Richmond,VA,US,+18045370369,,"In Good Order is a professional home organizing and decluttering service based in Richmond, Virginia. The main functionality includes helping clients organize their homes, manage belongings, and maximize storage options through custom closet design and storage solutions. Key features include personalized workbooks for documenting belongings, assistance with end-of-life planning, and move management services for both residential and corporate spaces.",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,promovershouston.com,Pro Movers Houston,Pro Movers Houston,yes,CONSUMER_SERVICES:1.0,"B2B:0.95, B2C:0.98",52,,1-10M,1-10,2020-03-07,Lockhart,TX,US,+18327360579,,"Pro Movers Houston is a moving service provider that offers relocation assistance for homes, offices, and apartments in the Houston area. Their main functionalities include move-in and move-out cleaning, furniture assembly, pressure washing, and storage services. They also provide specialized services such as senior relocation support, TV mounting, and personalized packing and organization to help clients manage their moving needs effectively. Pro Movers emphasizes planning, organizing belonging",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,gommoving.com,Gom Moving,Gom Moving,yes,CONSUMER_SERVICES:1.0,"B2B:0.97, B2C:0.9",170,,1-10M,11-50,2018-04-14,Ridgefield,NJ,US,"+12016652424, +18556652424",,"Gom Moving is a moving company that offers various moving services including regular moving, customized moving for different needs, and packing services. They provide free quotes based on the size of the move and ensure compliance with insurance regulations to help clients avoid liability during their moves. Gom Moving emphasizes customer service, professionalism, and efficiency in handling belongings and moving processes. The company also offers tips for packing and truck sizes to assist custom",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,hottubmovers.ca,Hot Tub Movers,Hot Tub Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.95",58,,1-10M,1-10,2019-03-07,Toronto,ON,CA,"+12899717727, +14168849336",admin@hottubmovers.ca,"Hot Tub Movers is a family-owned moving service specializing in the relocation and removal of hot tubs, swim spas, and other related accessories. They offer a range of services including crane services for hard-to-reach areas and pre-inspection inspections to ensure safe handling of items. The company caters to both commercial clients and private homeowners, utilizing advanced equipment and durable trucks and trailers for efficient delivery of hot water tanks and spas across Ontario. Hot Tub Mo",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,smoothmoversinc.com,Smooth Movers Inc.,Smooth Movers,yes,CONSUMER_SERVICES:1.0,B2C:0.87,109,,1-10M,1-10,2018-07-09,West Palm Beach,FL,US,"+15617126600, +15617953223",info@smoothmoversinc.com,"Smooth Movers Inc. is a local moving and storage company based in West Palm Beach, Florida, operating since 1989. The company offers a range of services including packing, unpacking, shipping, storage, and repair for furniture and appliances. They are licensed and insured, providing free estimates and emphasize customer satisfaction through positive reviews and referrals. Customers can schedule appointments online or by phone, and the company operates throughout Palm Beach County.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,preservedllc.com,Preserved LLC,Preserved,partial,CONSUMER_SERVICES:1.0,B2C:0.96,198,,<1M,1-10,2018-11-02,Des Moines,IA,US,+15152104608,info@preservedllc.com,"Preserved Home offers moving and organizing services for individuals moving or downsizing. They assist clients in selecting items that can be kept, donated, sold, or discarded while helping to alleviate the stress of a move. Key features include home organization support, peace of mind for belongings, and assistance with decluttering and cleaning processes. The company aims to help clients transition into new spaces while ensuring their belongings are valued and cared for.",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,rdmovingpros.com,RDMOVING,RDMOVING,yes,CONSUMER_SERVICES:1.0,B2C:0.88,42,,1-10M,1-10,2025-04-05,,CA,US,+18186309611,,"RDMOVING is a moving company that offers professional relocation services tailored to individual needs. They provide personalized moving solutions, including packing, storage, and transportation, ensuring a smooth transition for families and individuals alike. Key features include free quotes, expert advice from trained movers, and a focus on customer service throughout the moving process. RDMOVing also offers resources such as blogs and promotions related to their move-related services.",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,chicorganizer.com,Chic Organizer LLC,Chic Organizer,partial,CONSUMER_SERVICES:1.0,"B2B:0.96, B2C:0.98",245,,<1M,1-10,2017-11-19,Hastings-On-Hudson,NY,US,+19143658723,pavla@chicorganizer.com,"Chic Organizer is a professional organizing service based in Westchester, New York, specializing in residential and commercial organizing. The company offers tailored solutions for decluttering, moving-in assistance, and corporate organizing to help clients improve their living spaces and achieve better mental and physical well-being. Their team travels to clients' locations to assist with the organization process and provides ongoing support after the cleaning.",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,majesticmountainmovers.com,Majestic Mountain Movers,Majestic Mountain Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.82, B2C:0.89",163,,1-10M,1-10,2017-02-09,Silverthorne,CO,US,+19704688815,service@majesticmountainmovers.com,"Majestic Mountain Movers is a moving company that specializes in mountain moves in Colorado. They offer personalized moving services, including packing and storage solutions, tailored to meet the specific needs of families and businesses. With over 30 years of experience, their team focuses on ensuring a smooth relocation process while providing customer support and strategic planning for the move. Customers can request a free estimate and receive transparent pricing to avoid surprises during th",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,go-simplified.com,GoSimplified Inc.,GoSimplified,partial,"CONSUMER_SERVICES:0.8, E-COMMERCE:0.18","B2C:0.9, D2C:0.59",225,,<1M,1-10,2016-12-08,Calgary,AB,CA,,"contact@go-simplified.com, social@go-simplified.com","GoSimplified is a home organization service that helps individuals and families declutter, organize, and maintain their spaces. The main functionality includes providing personalized organizing services, step-by-step guides, and a curated collection of tools designed to simplify living environments. Key features include virtual coaching for self-organized projects, moving assistance, and resources like a blog with tips on decluttering and organizational systems.",moveplnr-2026-05-29-companies-batch3000-1,2,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,organizethehive.com,Busy Bee Services,Busy Bee Services,yes,CONSUMER_SERVICES:1.0,B2C:0.95,90,,<1M,1-10,2019-01-15,Brick,NJ,US,+17327788059,,"The Bees offers moving and organizing services tailored to individual needs. Their main functionality includes assisting with packing, organization, and maintaining homes for various types of belongings. Key features include personalized consultations, efficient planning for moving tasks, and a focus on creating clutter-free spaces in homes. The service aims to simplify the moving process while ensuring that clients receive support throughout their journey.",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,ocminimovers.com,OC Mini Movers,OC Mini Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.87, B2C:0.97",101,,1-10M,1-10,2019-03-13,Orange,CA,US,+17142657681,,"OC Mini Movers is a moving company that offers professional moving services in Orange County, California. They provide a range of moving solutions including furniture storage, office relocations, and specialized moves for families and individuals with disabilities. The company emphasizes trust, transparency, and professionalism throughout the move process, ensuring clients receive tailored support from trained movers who are experienced in handling heavy items and other household tasks. Key feat",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,richsity.com,Rich Sity Hauling LLC,Rich Sity Hauling,yes,CONSUMER_SERVICES:0.99,"B2B:0.65, B2C:0.94",49,,1-10M,1-10,2022-08-15,Richmond,VA,US,+18044128880,richsity804@richsity.com,"Rich Sity Hauling LLC is a moving and junk removal service based in Richmond, Virginia. The company offers a range of services including trash hauling, heavy item transport, furniture assembly, demolition, leaf removal, and power washing for homes and driveways. They specialize in one-bedroom apartment moves and provide professional packing, unpacking, and maintenance services to ensure a smooth transition from old spaces to new ones. Customers can request free quotes for all services and have t",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,themackmaster.com,The Mack Master,The Mack Master,partial,CONSUMER_SERVICES:1.0,"B2B:0.54, B2C:0.96",88,,<1M,1-10,2021-03-03,Birmingham,AL,US,+18668006225,info@themackmaster.com,"The Mack Master is a professional organizing service based in Birmingham that offers home organization, cleaning, and relocation support. Their main functionality includes assessing clients' spaces to create customized organizational solutions, packing and moving strategies, and providing ongoing maintenance and support for living environments. Key features include free consultations, in-person consultations, tailored systems for various areas of the home, and a focus on creating functional and",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,jumpboxmove.com,Jump Box Mobile Storage,Jump Box Mobile Storage,yes,"CONSUMER_SERVICES:0.75, BUSINESS_PRODUCTS_AND_SERVICES:0.25","B2B:0.99, B2C:0.94",107,,1-10M,1-10,2022-03-02,Olympia,WA,US,+18556337701,support@jumpboxmove.com,"Jump Box Mobile Storage offers mobile storage container rentals for both residential and commercial use in the Northwest. The service provides a variety of all-steel portable storage containers that can be easily rented out to accommodate projects, remodeling, or temporary storage needs. Key features include quick delivery within 1-2 days, eco-friendly packaging made from steel, and customizable sizes ranging from 16 to 20 feet, suitable for various moving situations such as packing, unpacking,",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,swiftwayservices.com,Swiftway Services,Swiftway Services,yes,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.93",130,,1-10M,1-10,2019-04-28,Columbia,MD,US,+14105145540,info@swiftwayservices.com,"Swiftway Services is a moving company based in Columbia, MD, offering a range of relocation services for residential and commercial clients. Their main functionalities include packing, furniture assembly, long-distance moves, and specialized services like junk furniture removal and eviction fees. They provide free estimates, professional packing assistance, and 24/7 customer support to ensure smooth and efficient moving processes. Swiftway Services caters to various moving needs, from small move",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,stowboxstorage.com,StowBox Portable Storage,StowBox Portable Storage,yes,CONSUMER_SERVICES:0.95,"B2B:0.96, B2C:0.96",113,,1-10M,1-10,2022-03-31,Morristown,TN,US,"+18336637869, +18657703712","brian@toplinemanagement.com, bjenkins@stowboxstorage.com, info@stowboxstorage.com, sjenkins@stowboxstorage.com","StowBox Portable Storage provides secure portable storage solutions for homeowners, contractors, and businesses. Their main offerings include standard and climate-controlled containers, as well as refrigerated units, all designed to be weatherproof and safe. Customers can choose from various container types, schedule their own loading or moving at their own pace, and receive assistance through a dedicated moving and storage coordinator. StowBox operates multiple locations across Alabama, Tenness",moveplnr-2026-05-29-companies-batch3000-1,3,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,reedservicesflorida.com,REED'S MOVING & STORAGE LLC,REED'S MOVING & STORAGE,yes,CONSUMER_SERVICES:0.99,,26,,,11-50,2022-06-03,Naples,FL,US,+12393480151,,"Reed's Moving & Storage is a family-owned moving and storage company that offers a range of services for both residential and commercial moves. Their main functionalities include household moving, climate-controlled storage, custom crating, shipping, and commercial warehousing. They also provide specialized services such as Senior Moving Services, packing supply delivery, and specialized storage for vehicles and RVs. Customers can request a free estimate for their moving needs through their webs",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,organizedspacesllc.com,ORGANIZED SPACES LLC,ORGANIZED SPACES,partial,CONSUMER_SERVICES:1.0,"B2B:0.9, B2C:0.74",45,,1-10M,1-10,2023-05-04,St. Charles,IL,US,+16304570618,"db@organizedspacesllc.com, info@organizedspacesllc.com","Organized Spaces is a professional home organizing service based in Chicago that creates customized organizational systems for homes. Their main offerings include home organizing, concierge moving services, and business organizing solutions tailored to enhance productivity and functionality. They provide a complimentary 20-minute consultation to understand client needs and offer virtual coaching for those who prefer expert guidance on organizing their spaces.",moveplnr-2026-05-29-companies-batch3000-1,0,2,0,catchall_only,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,madeeasymoving.org,Made Easy Moving,Made Easy Moving,yes,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.99",31,,1-10M,1-10,2022-11-11,Katy,TX,US,"+13466394111, +13468499988",,"Made Easy Moving is a local and long-distance moving service based in Katy, Texas. They offer a range of relocation solutions for both residential and commercial moves, including packing, storage, and transportation services. The company provides free quotes and emphasizes customer satisfaction through their extensive experience and licensed professionals who have successfully completed over 200 moves across the country. Their team consists of experienced movers who prioritize personalized servi",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,organizationoverdrive.com,Organization Overdrive,Organization Overdrive,partial,"CONSUMER_SERVICES:0.89, BUSINESS_PRODUCTS_AND_SERVICES:0.1",B2C:0.93,38,,<1M,1-10,2023-02-06,Bainbridge Island,WA,US,,,"Organization Overdrive Home is a home organization service that assists clients in decluttering, maximizing storage, and simplifying their living spaces. The main functionality includes assisting with moving arrangements, organizing furniture, and creating customized plans tailored to individual needs. Key features include a compassionate approach, expertise in sorting items, and the ability to create functional and aesthetically pleasing environments for homes and businesses.",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,famesus.com,Fames,Fames,yes,"CONSUMER_SERVICES:0.93, BUSINESS_PRODUCTS_AND_SERVICES:0.07","B2B:0.98, B2C:0.98",39,,1-10M,1-10,2020-08-15,Hallandale Beach,FL,US,+17863991368,experts@famesus.com,"FAMES is a Miami-based company that specializes in fine art moving and storage services. They offer residential moving, storage solutions, installation of collections, antique furniture, and private estates. With 20 years of experience, FAMES provides customized service tailored to the needs of both businesses and individuals, ensuring secure and efficient handling of belongings.",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,5smartmovers.com,5Smart Movers,5Smart Movers,yes,CONSUMER_SERVICES:0.99,B2C:0.96,63,,1-10M,11-50,2022-07-29,San Francisco,CA,US,+15107553772,info@5smartmovers.com,"5Smart Movers is a moving and storage service based in San Francisco. They offer a range of services including landscaping, janitorial work, moving, and electrical installations. The company provides free estimates, 24/7 customer support, and ensures that all moves are insured for safety and reliability. Their team is dedicated to delivering quality relocation solutions while ensuring customer satisfaction.",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,simplyorganizedyou.com,Simply Organized,Simply Organized,yes,CONSUMER_SERVICES:1.0,"B2B:0.92, B2C:0.87",95,,1-10M,11-50,2018-06-14,Cumming,GA,US,+14048252105,,"Simply Organized is a professional organizing service based in the Atlanta area that helps clients create and maintain clutter-free spaces for homes and offices. Their main offerings include professional organizing, packing, staging, and interior decorating for residential and commercial moves. The team works closely with clients to transform their belongings into organized environments, ensuring stress-free experiences during moving. Additionally, they provide resources such as a course on time",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,cityhoundmovers.com,City Hound Professional Movers,City Hound Professional Movers,yes,CONSUMER_SERVICES:1.0,B2C:0.94,56,,1-10M,1-10,2020-01-16,Arlington,VA,US,+17034005147,info@cityhoundmovers.com,"City Hound Professional Movers is a moving service based in Arlington, VA, specializing in local and long-distance moves. They offer packing services, storage solutions, and general moving support to ensure efficient and comfortable relocation experiences for families. The company is fully licensed and insured, providing trained movers with personalized service and competitive pricing. Customers can request free estimates and book moving services through their contact options.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,homefreeorganizing.ca,Home Free Organizing Solutions,Home Free Organizing Solutions,partial,CONSUMER_SERVICES:1.0,B2C:0.97,121,,<1M,1-10,2016-12-06,Saskatoon,SK,CA,+13062912531,info@homefreeorganizing.ca,"Home Free Organizing Solutions is a home organization service based in Saskatoon, Saskatchewan. The company specializes in organizing homes for sale, downsizing, packing, unpacking, and reorganizing. Key features include personalized consultations, a non-judgmental approach to declutter, and the use of eco-friendly storage solutions like shelving units and shipping containers. Clients can book free consultations to discuss their specific needs and receive tailored organizational solutions.",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,junkprosnc.com,"Junk Pros of NC, LLC",Junk Pros of NC,yes,CONSUMER_SERVICES:1.0,"B2B:0.91, B2C:0.97",102,,<1M,1-10,2018-07-10,Greensboro,NC,US,"+12016101214, +13364556167, +13364556171","requestinfo@junkprosnc.com, admin@junkprosnc.com","Junk Pros of NC is a moving and junk removal service that specializes in eco-friendly solutions for both residential and commercial moves. They offer free estimates before projects, ensuring customer care and careful handling of belongings. The company partners with local charities to help remove unwanted furniture from landfill and provides secure storage options. With over 50 years of combined experience, their team emphasizes transparency and professionalism throughout the moving process.",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,mrjunkbgoneseattle.com,Junk B Gone,Junk B Gone,partial,CONSUMER_SERVICES:0.99,"B2B:0.99, B2C:0.94",237,,1-10M,1-10,2017-04-27,Seattle,WA,US,"+12067224285, +14252509423, +13604821424, +14253331434",,"Junk B Gone is a junk removal service based in Seattle that offers same-day pickup and hauling for various types of items, including furniture, appliances, and construction debris. The company provides professional disposal services for both residential and commercial clients, ensuring safe and efficient cleanup of unwanted goods. Key features include free estimates, personalized customer service, and a commitment to using eco-friendly materials while handling the entire process.",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,brownmantrucking.com,Brownman Trucking,Brownman Trucking,yes,"CONSUMER_SERVICES:0.67, SUPPLY_CHAIN_AND_PROCUREMENT:0.33","B2B:0.54, B2C:0.93",26,,1-10M,11-50,2022-06-14,Surrey,BC,CA,+16046539838,info@brownmantrucking.com,"Brownman Trucking is a moving company based in Surrey that offers furniture delivery and house shifting services. They partner with various furniture stores to ensure safe and timely delivery of valuables, catering to both individual moves and larger logistics needs. The company emphasizes quality service, customer satisfaction, and compliance with local regulations for move-in/out processes.",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,roomiesmoving.com,Roomies Moving,Roomies Moving,yes,CONSUMER_SERVICES:0.99,B2C:0.99,125,,<1M,1-10,2021-06-22,New Jersey,NJ,US,,,"Roomies Moving is a moving service that offers professional assistance for individuals and businesses relocating to various locations, including New York City, Manhattan, and Brooklyn. The main functionality of the website allows users to book moving services by providing details such as date, time slot, and location, along with necessary tools and transportation options like stairs and elevators. Key features include personalized moving arrangements, expert advice from trained professionals, an",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,wasatchtransitions.com,Wasatch Transitions,Wasatch Transitions,yes,CONSUMER_SERVICES:1.0,B2C:0.91,174,,<1M,1-10,2019-05-31,Salt Lake City,UT,US,"+18014487890, +18018155185",ellen@wasatchtransitions.com,"Wasatch Transitions is a service that assists seniors in making the choices to stay in their homes or move away. They offer personalized support through certified Aging-in-Place Specialists who assist with home safety modifications, moving assistance, and selling properties for cash. Their services include creating safe living environments, preparing spaces for relocation, setting utilities up, and ensuring a smooth transition for clients and their families.",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
